0.000000 ; -0.000000 ; 322.848294
0.000000 ; -0.200000 ; 271.417913
0.000000 ; -0.400000 ; 767.991646
0.000000 ; -0.600000 ; 564.985974
0.000000 ; -0.800000 ; 648.142308
0.000000 ; -1.000000 ; 344.374136
0.000000 ; -1.200000 ; 128.740343
0.000000 ; -1.400000 ; 353.392221
0.000000 ; -1.600000 ; 141.639522
0.000000 ; -1.800000 ; 624.769986
0.000000 ; -2.000000 ; 931.505407
0.000000 ; -2.200000 ; 890.060926
0.000000 ; -2.400000 ; 697.226512
0.000000 ; -2.600000 ; 574.635474
0.000000 ; -2.800000 ; 417.576927
0.000000 ; -3.000000 ; 94.449418
0.000000 ; -3.200000 ; 253.997048
0.000000 ; -3.400000 ; 530.024522
0.000000 ; -3.600000 ; 877.003324
0.000000 ; -3.800000 ; 21.025560
0.000000 ; -4.000000 ; 949.689499
0.000000 ; -4.200000 ; 720.800495
0.000000 ; -4.400000 ; 937.939448
0.000000 ; -4.600000 ; 273.068318
0.000000 ; -4.800000 ; 109.241304
0.500000 ; -0.000000 ; 249.417932
0.500000 ; -0.200000 ; 292.114298
0.500000 ; -0.400000 ; 380.244370
0.500000 ; -0.600000 ; 785.003738
0.500000 ; -0.800000 ; 156.907540
0.500000 ; -1.000000 ; 471.370168
0.500000 ; -1.200000 ; 605.286569
0.500000 ; -1.400000 ; 476.601097
0.500000 ; -1.600000 ; 20.590863
0.500000 ; -1.800000 ; 398.795672
0.500000 ; -2.000000 ; 578.578835
0.500000 ; -2.200000 ; 736.757832
0.500000 ; -2.400000 ; 938.024210
0.500000 ; -2.600000 ; 339.147841
0.500000 ; -2.800000 ; 600.901180
0.500000 ; -3.000000 ; 733.375662
0.500000 ; -3.200000 ; 540.659393
0.500000 ; -3.400000 ; 622.508427
0.500000 ; -3.600000 ; 43.580999
0.500000 ; -3.800000 ; 71.331216
0.500000 ; -4.000000 ; 589.598418
0.500000 ; -4.200000 ; 652.509595
0.500000 ; -4.400000 ; 312.391702
0.500000 ; -4.600000 ; 563.001132
0.500000 ; -4.800000 ; 362.260317
1.000000 ; -0.000000 ; 137.480941
1.000000 ; -0.200000 ; 990.858764
1.000000 ; -0.400000 ; 198.579530
1.000000 ; -0.600000 ; 538.467841
1.000000 ; -0.800000 ; 301.716663
1.000000 ; -1.000000 ; 902.759994
1.000000 ; -1.200000 ; 696.871093
1.000000 ; -1.400000 ; 954.422105
1.000000 ; -1.600000 ; 447.002250
1.000000 ; -1.800000 ; 748.304800
1.000000 ; -2.000000 ; 274.730898
1.000000 ; -2.200000 ; 903.755770
1.000000 ; -2.400000 ; 613.807336
1.000000 ; -2.600000 ; 64.269637
1.000000 ; -2.800000 ; 414.448158
1.000000 ; -3.000000 ; 392.665009
1.000000 ; -3.200000 ; 923.568815
1.000000 ; -3.400000 ; 327.943310
1.000000 ; -3.600000 ; 950.236028
1.000000 ; -3.800000 ; 393.258029
1.000000 ; -4.000000 ; 196.571105
1.000000 ; -4.200000 ; 297.046146
1.000000 ; -4.400000 ; 887.983740
1.000000 ; -4.600000 ; 861.793792
1.000000 ; -4.800000 ; 950.520346
1.500000 ; -0.000000 ; 575.203396
1.500000 ; -0.200000 ; 419.676772
1.500000 ; -0.400000 ; 815.937727
1.500000 ; -0.600000 ; 531.750825
1.500000 ; -0.800000 ; 505.092126
1.500000 ; -1.000000 ; 489.797556
1.500000 ; -1.200000 ; 356.970931
1.500000 ; -1.400000 ; 288.976768
1.500000 ; -1.600000 ; 186.333715
1.500000 ; -1.800000 ; 746.372998
1.500000 ; -2.000000 ; 984.595811
1.500000 ; -2.200000 ; 243.511742
1.500000 ; -2.400000 ; 93.229158
1.500000 ; -2.600000 ; 369.042987
1.500000 ; -2.800000 ; 249.098468
1.500000 ; -3.000000 ; 747.860658
1.500000 ; -3.200000 ; 830.639033
1.500000 ; -3.400000 ; 83.336889
1.500000 ; -3.600000 ; 946.955541
1.500000 ; -3.800000 ; 893.888707
1.500000 ; -4.000000 ; 881.441115
1.500000 ; -4.200000 ; 897.807106
1.500000 ; -4.400000 ; 906.175286
1.500000 ; -4.600000 ; 947.075502
1.500000 ; -4.800000 ; 553.362362
2.000000 ; -0.000000 ; 199.410854
2.000000 ; -0.200000 ; 592.983930
2.000000 ; -0.400000 ; 807.673058
2.000000 ; -0.600000 ; 502.813563
2.000000 ; -0.800000 ; 941.268449
2.000000 ; -1.000000 ; 304.949406
2.000000 ; -1.200000 ; 463.288019
2.000000 ; -1.400000 ; 565.810233
2.000000 ; -1.600000 ; 784.139357
2.000000 ; -1.800000 ; 111.043926
2.000000 ; -2.000000 ; 221.096069
2.000000 ; -2.200000 ; 336.143751
2.000000 ; -2.400000 ; 754.258822
2.000000 ; -2.600000 ; 774.821855
2.000000 ; -2.800000 ; 152.165172
2.000000 ; -3.000000 ; 806.949399
2.000000 ; -3.200000 ; 801.813538
2.000000 ; -3.400000 ; 643.767972
2.000000 ; -3.600000 ; 458.186035
2.000000 ; -3.800000 ; 259.940022
2.000000 ; -4.000000 ; 223.584621
2.000000 ; -4.200000 ; 574.045205
2.000000 ; -4.400000 ; 327.283634
2.000000 ; -4.600000 ; 390.535990
2.000000 ; -4.800000 ; 339.374746
2.500000 ; -0.000000 ; 800.751782
2.500000 ; -0.200000 ; 303.860432
2.500000 ; -0.400000 ; 963.202672
2.500000 ; -0.600000 ; 979.069568
2.500000 ; -0.800000 ; 499.904205
2.500000 ; -1.000000 ; 920.358441
2.500000 ; -1.200000 ; 926.352437
2.500000 ; -1.400000 ; 159.812155
2.500000 ; -1.600000 ; 304.298582
2.500000 ; -1.800000 ; 753.742659
2.500000 ; -2.000000 ; 30.326675
2.500000 ; -2.200000 ; 228.408775
2.500000 ; -2.400000 ; 363.931251
2.500000 ; -2.600000 ; 394.081218
2.500000 ; -2.800000 ; 86.030342
2.500000 ; -3.000000 ; 731.317511
2.500000 ; -3.200000 ; 784.384062
2.500000 ; -3.400000 ; 38.050479
2.500000 ; -3.600000 ; 195.684282
2.500000 ; -3.800000 ; 421.196765
2.500000 ; -4.000000 ; 445.265150
2.500000 ; -4.200000 ; 833.664987
2.500000 ; -4.400000 ; 228.288993
2.500000 ; -4.600000 ; 780.403451
2.500000 ; -4.800000 ; 622.918411
3.000000 ; -0.000000 ; 430.993478
3.000000 ; -0.200000 ; 861.016218
3.000000 ; -0.400000 ; 84.585451
3.000000 ; -0.600000 ; 394.453916
3.000000 ; -0.800000 ; 803.280394
3.000000 ; -1.000000 ; 822.185495
3.000000 ; -1.200000 ; 337.125197
3.000000 ; -1.400000 ; 9.905542
3.000000 ; -1.600000 ; 29.286636
3.000000 ; -1.800000 ; 981.139861
3.000000 ; -2.000000 ; 69.354256
3.000000 ; -2.200000 ; 896.517259
3.000000 ; -2.400000 ; 931.145893
3.000000 ; -2.600000 ; 368.912628
3.000000 ; -2.800000 ; 402.638287
3.000000 ; -3.000000 ; 477.478123
3.000000 ; -3.200000 ; 411.693000
3.000000 ; -3.400000 ; 677.999018
3.000000 ; -3.600000 ; 444.527088
3.000000 ; -3.800000 ; 818.890891
3.000000 ; -4.000000 ; 889.010265
3.000000 ; -4.200000 ; 460.971281
3.000000 ; -4.400000 ; 468.603670
3.000000 ; -4.600000 ; 22.132157
3.000000 ; -4.800000 ; 109.140410
3.500000 ; -0.000000 ; 755.885240
3.500000 ; -0.200000 ; 278.075864
3.500000 ; -0.400000 ; 345.091732
3.500000 ; -0.600000 ; 133.596317
3.500000 ; -0.800000 ; 554.892319
3.500000 ; -1.000000 ; 100.346228
3.500000 ; -1.200000 ; 201.432995
3.500000 ; -1.400000 ; 853.985723
3.500000 ; -1.600000 ; 36.996794
3.500000 ; -1.800000 ; 370.362176
3.500000 ; -2.000000 ; 979.870535
3.500000 ; -2.200000 ; 406.209061
3.500000 ; -2.400000 ; 652.067046
3.500000 ; -2.600000 ; 124.646847
3.500000 ; -2.800000 ; 725.558427
3.500000 ; -3.000000 ; 41.998156
3.500000 ; -3.200000 ; 384.647574
3.500000 ; -3.400000 ; 37.481819
3.500000 ; -3.600000 ; 563.589406
3.500000 ; -3.800000 ; 559.886937
3.500000 ; -4.000000 ; 228.552038
3.500000 ; -4.200000 ; 358.549761
3.500000 ; -4.400000 ; 133.533207
3.500000 ; -4.600000 ; 901.335781
3.500000 ; -4.800000 ; 334.178124
4.000000 ; -0.000000 ; 465.662335
4.000000 ; -0.200000 ; 349.661136
4.000000 ; -0.400000 ; 978.958799
4.000000 ; -0.600000 ; 972.380795
4.000000 ; -0.800000 ; 573.373098
4.000000 ; -1.000000 ; 162.272526
4.000000 ; -1.200000 ; 788.336228
4.000000 ; -1.400000 ; 120.083786
4.000000 ; -1.600000 ; 637.515140
4.000000 ; -1.800000 ; 637.542213
4.000000 ; -2.000000 ; 107.678499
4.000000 ; -2.200000 ; 262.634506
4.000000 ; -2.400000 ; 956.551430
4.000000 ; -2.600000 ; 981.915765
4.000000 ; -2.800000 ; 501.546579
4.000000 ; -3.000000 ; 783.734693
4.000000 ; -3.200000 ; 199.212596
4.000000 ; -3.400000 ; 460.188164
4.000000 ; -3.600000 ; 692.263010
4.000000 ; -3.800000 ; 550.686841
4.000000 ; -4.000000 ; 143.487490
4.000000 ; -4.200000 ; 188.246506
4.000000 ; -4.400000 ; 698.047729
4.000000 ; -4.600000 ; 277.278554
4.000000 ; -4.800000 ; 741.188527
4.500000 ; -0.000000 ; 937.094818
4.500000 ; -0.200000 ; 430.106593
4.500000 ; -0.400000 ; 613.868547
4.500000 ; -0.600000 ; 919.502720
4.500000 ; -0.800000 ; 219.836531
4.500000 ; -1.000000 ; 349.707916
4.500000 ; -1.200000 ; 213.702637
4.500000 ; -1.400000 ; 61.716870
4.500000 ; -1.600000 ; 793.981167
4.500000 ; -1.800000 ; 756.701261
4.500000 ; -2.000000 ; 155.525778
4.500000 ; -2.200000 ; 720.034496
4.500000 ; -2.400000 ; 709.482808
4.500000 ; -2.600000 ; 78.349835
4.500000 ; -2.800000 ; 780.378390
4.500000 ; -3.000000 ; 239.332638
4.500000 ; -3.200000 ; 694.685224
4.500000 ; -3.400000 ; 891.451033
4.500000 ; -3.600000 ; 559.985571
4.500000 ; -3.800000 ; 941.707391
4.500000 ; -4.000000 ; 770.846242
4.500000 ; -4.200000 ; 803.041972
4.500000 ; -4.400000 ; 251.456190
4.500000 ; -4.600000 ; 843.169364
4.500000 ; -4.800000 ; 533.831609
5.000000 ; -0.000000 ; 984.521118
5.000000 ; -0.200000 ; 722.869979
5.000000 ; -0.400000 ; 819.674259
5.000000 ; -0.600000 ; 562.589635
5.000000 ; -0.800000 ; 467.681993
5.000000 ; -1.000000 ; 229.423582
5.000000 ; -1.200000 ; 979.403023
5.000000 ; -1.400000 ; 360.344993
5.000000 ; -1.600000 ; 806.838676
5.000000 ; -1.800000 ; 12.581271
5.000000 ; -2.000000 ; 240.388805
5.000000 ; -2.200000 ; 288.823590
5.000000 ; -2.400000 ; 781.361029
5.000000 ; -2.600000 ; 663.190676
5.000000 ; -2.800000 ; 38.189430
5.000000 ; -3.000000 ; 203.433109
5.000000 ; -3.200000 ; 531.766630
5.000000 ; -3.400000 ; 595.011616
5.000000 ; -3.600000 ; 399.753567
5.000000 ; -3.800000 ; 14.675480
5.000000 ; -4.000000 ; 471.554800
5.000000 ; -4.200000 ; 352.174579
5.000000 ; -4.400000 ; 827.590145
5.000000 ; -4.600000 ; 303.820350
5.000000 ; -4.800000 ; 957.686161
